"characters_id","characters_name","characters_images","characters_jutsu","characters_personal","characters_uniqueTraits","characters_natureType","characters_rank","characters_tools","characters_debut_novel","characters_debut_movie","characters_debut_appearsIn","characters_debut_manga","characters_debut_anime","characters_debut_game","characters_debut_ova","characters_family_incarnation-with-the-god-tree","characters_family_depowered-form","characters_family_son","characters_family_nephew","characters_family_adoptive-son","characters_family_father","characters_family_adoptive-brother","characters_family_cousin","characters_family_adoptive-father","characters_family_brother","characters_family_husband","characters_family_father","characters_family_grandniece","characters_family_grandmother","characters_family_grandfather","characters_family_mother","characters_family_granduncle","characters_family_daughter","characters_family_wife","characters_family_uncle","characters_family_granddaughter","characters_family_fiancée","characters_family_owner","characters_family_sister","characters_family_ex-husband","characters_family_younger-cousin","characters_family_uncle","characters_family_adoptive-cousin","characters_family_grandson","characters_family_younger-brother","characters_family_creator","characters_family_sibling","characters_family_unknown-kinship","characters_family_genetic-source","characters_family_creator/father","characters_family_original-form","characters_family_adoptive-daughter","characters_family_grandnephew","characters_family_adoptive-mother","characters_family_adoptive-sister","characters_family_fiancé","characters_family_lover","characters_family_twin-brother","characters_family_older-brother","characters_family_mother","characters_family_niece","characters_family_adoptive-nephew","characters_family_wife","characters_family_adoptive-grandson","characters_family_first-cousin-once-removed","characters_family_stepfather","characters_family_granddaughter","characters_family_grandson","characters_family_great-great-granddaughter","characters_family_great-great-grandson","characters_family_creation","characters_family_grandmother","characters_family_oldest-brother","characters_family_host","characters_family_clone","characters_family_godson","characters_family_son","characters_family_brother","characters_family_step-son","characters_family_pet","characters_family_genetic-template","characters_family_daughter","characters_family_adoptive-grandfather","characters_family_adoptive-aunt","characters_family_great-great-grandfather","characters_family_great-great-grandfather","characters_family_genetic-template/parent","characters_family_clone/brother","characters_family_altered-clone","characters_family_pet","characters_family_younger-brother","characters_family_unknown-kinship","characters_family_granduncle","characters_family_great-grandfather","characters_family_creation/clone","characters_family_creation","characters_family_clone/son","characters_family_grandfather","characters_family_creations","characters_family_vessel","characters_family_lover","characters_family_foster-son","characters_family_foster-father","characters_family_youngest-brother","characters_family_creation/clone-daughter","characters_family_spouse","characters_family_great-granddaughter","characters_family_great-grandson","characters_family_younger-relative","characters_family_adoptive-grandmother","characters_family_adoptive-granduncle","characters_family_adoptive-uncle","characters_family_distant-relative","characters_family_ex-wife","characters_family_descendant","characters_family_ancestor","characters_family_adoptive-nephews","characters_family_aunt","characters_family_godfather","characters_family_genetic-donor","characters_family_chakra-donor","characters_family_adoptive-sons","characters_family_adoptive-grandsons","characters_family_great-nephew","characters_family_adoptive-great-nephew","characters_voiceActors_japanese","characters_voiceActors_english","currentPage","pageSize","totalCharacters"
10,"Muta Aburame","https://static.wikia.nocookie.net/naruto/images/1/1f/Aburame_Muta.png","Insect Jamming Technique; Parasitic Destruction Insect Technique (Kikaichū, Shōkaichū)","Male; list(`Part II` = ""24""); Deceased; c(""Konohagakure"", ""Allied Shinobi Forces""); Infiltration and Reconnaissance Party; Aburame","Male; list(`Part II` = ""24""); Deceased; c(""Konohagakure"", ""Allied Shinobi Forces""); Infiltration and Reconnaissance Party; Aburame","","list(`Part II` = ""Tokubetsu Jōnin"")","",NA,"Naruto the Movie: Blood Prison","Anime, Manga, Movie","Naruto Chapter #427","Naruto Shippūden Episode #162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hidenori Takahashi","Nicolas Roye",1,1431,1431
11,"Shibi Aburame","https://static.wikia.nocookie.net/naruto/images/b/b3/Shibi.png","Naruto: Shinobi Collection Shippū Ranbu27 July 2015","September 7; Male; list(`Part I` = ""39"", `Part II` = ""43""); list(`Part I` = ""181.3cm""); list(`Part I` = ""68.9kg""); A; Head of the Aburame Clan; c(""Konohagakure"", ""Allied Shinobi Forces""); Aburame","September 7; Male; list(`Part I` = ""39"", `Part II` = ""43""); list(`Part I` = ""181.3cm""); list(`Part I` = ""68.9kg""); A; Head of the Aburame Clan; c(""Konohagakure"", ""Allied Shinobi Forces""); Aburame","","list(`Part I` = ""Jōnin""); 005480","","Naruto Shippūden the Movie: The Lost Tower","Naruto Shippūden the Movie: The Lost Tower","Anime, Manga, Novel, Game, Movie","Naruto Chapter #137","Naruto Episode #79","Naruto Shippūden: Ultimate Ninja Blazing","Hidden Leaf Village Grand Sports Festival!",NA,NA,"Shino Aburame",NA,"Torune Aburame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenji Hamada","Crispin Freeman",1,1431,1431
12,"Shikuro Aburame","","Parasitic Destruction Insect Technique (Rinkaichū)","Male; Deceased; Konohagakure; Aburame","Male; Deceased; Konohagakure; Aburame","","","Antidote; Poison",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Torune Aburame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
13,"Shino Aburame","https://static.wikia.nocookie.net/naruto/images/9/9c/Shino.png; https://static.wikia.nocookie.net/naruto/images/e/e1/Shino_Aburame_P2.png","Human Cocoon Technique (Anime only); Insect Clone Technique; Insect Jamming Technique; Insect Jar Technique (Anime only); Insect Rope Technique (Anime only); Iron Mountain Leaning (Anime only); Manipulated Shuriken Technique (Anime only); Parasitic Destruction Insect Technique (Giant Insect, Kidaichū, Kikaichū); Parasitic Giant Insect — Bug Bite; Secret Technique: Insect Cocoon (Anime only); Secret Technique: Insect Gathering (Anime only); Secret Technique: Insect Sphere; Secret Technique: Insect Tornado (Anime only); Secret Technique: Insect Wall (Anime only); Spindle Formation (Anime only); Summoning Technique (Giant Insect, Kidaichū, Kikaichū)","January 23; Male; list(`Part I` = ""12–13"", `Part II` = ""16–17"", `Academy Graduate` = ""12"", `Chunin Promotion` = ""14""); list(`Part I` = ""156.2cm - 161.1cm"", `Part II` = ""175.1cm"", `Blank Period` = ""182cm"", Gaiden = ""186.5cm""); list(`Part I` = ""45.8kg - 48.5kg"", `Part II` = ""56.6kg""); AB; c(""Academy Teacher"", ""Chūnin Exams Proctor"", ""Genin Exams Proctor  (Anime only)""); c(""Konohagakure"", ""Allied Shinobi Forces""); c(""Team 8"", ""Konoha 11  (Anime only)"", ""Bikōchū Search Team  (Anime only)"", ""Kaima Capture Team  (Anime only)"", ""Eight Man Squad"", ""Team One  (Anime only)"", ""Fifth Division""); Aburame","January 23; Male; list(`Part I` = ""12–13"", `Part II` = ""16–17"", `Academy Graduate` = ""12"", `Chunin Promotion` = ""14""); list(`Part I` = ""156.2cm - 161.1cm"", `Part II` = ""175.1cm"", `Blank Period` = ""182cm"", Gaiden = ""186.5cm""); list(`Part I` = ""45.8kg - 48.5kg"", `Part II` = ""56.6kg""); AB; c(""Academy Teacher"", ""Chūnin Exams Proctor"", ""Genin Exams Proctor  (Anime only)""); c(""Konohagakure"", ""Allied Shinobi Forces""); c(""Team 8"", ""Konoha 11  (Anime only)"", ""Bikōchū Search Team  (Anime only)"", ""Kaima Capture Team  (Anime only)"", ""Eight Man Squad"", ""Team One  (Anime only)"", ""Fifth Division""); Aburame","Earth Release; Fire Release; Yang Release","list(`Part I` = ""Genin"", `Part II` = ""Chūnin""); 012618","Sealing Tag (Anime only); Wire Strings (Anime only)","Kakashi Hiden: Lightning in the Icy Sky","Naruto Shippūden the Movie: Bonds","Anime, Manga, Novel, Game, Movie","Naruto Chapter #34","Naruto Episode #1","Naruto: Konoha Ninpōchō","Hidden Leaf Village Grand Sports Festival!",NA,NA,NA,NA,NA,"Shibi Aburame","Torune Aburame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shinji Kawada","Sam Riegel   (Episodes 23-24); Derek Stephen Prince   (Episode 34+)",1,1431,1431
14,"Tatsuma Aburame","https://static.wikia.nocookie.net/naruto/images/b/bb/Tatsuma_Aburame.png","Parasitic Destruction Insect Technique","Male; list(`Part II` = ""21""); c(""Konohagakure"", ""Root""); Aburame","Male; list(`Part II` = ""21""); c(""Konohagakure"", ""Root""); Aburame","","list(`Part II` = ""Anbu"")","",NA,NA,"Anime, Manga","Naruto Chapter #583","Naruto Shippūden Episode #336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryūichi Kijima","Bryce Papenbrook",1,1431,1431
15,"Torune Aburame","https://static.wikia.nocookie.net/naruto/images/3/35/Torune_Anime.png","Assassination Technique (Anime only); Insect Clone Technique (Anime only); Jar of Poison Technique (Anime only); Parasitic Destruction Insect Technique (Kikaichū, Rinkaichū); Poison Cloud Technique (Anime only)","October 24; Male; list(`Part II` = ""19""); Deceased; list(`Part II` = ""178.3cm""); list(`Part II` = ""68.7kg""); O; c(""Konohagakure"", ""Root""); Impure World Reincarnation Allied Forces  (Anime only); Fū Yamanaka; Aburame","October 24; Male; list(`Part II` = ""19""); Deceased; list(`Part II` = ""178.3cm""); list(`Part II` = ""68.7kg""); O; c(""Konohagakure"", ""Root""); Impure World Reincarnation Allied Forces  (Anime only); Fū Yamanaka; Aburame","","list(`Part II` = ""Anbu""); 012360","Antidote; Poison; Tantō",NA,NA,"Anime, Manga, Game","Naruto Chapter #454","Naruto Shippūden Episode #198","Naruto Shippūden: Ultimate Ninja Storm Generations",NA,NA,NA,NA,NA,NA,"Shikuro Aburame","Shino Aburame",NA,"Shibi Aburame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hidenori Takahashi","Grant George",1,1431,1431
16,"Yōji Aburame","","Parasitic Destruction Insect Technique (Kochū)","Male; Deceased; c(""Konohagakure"", ""Root""); c(""Team 2"", ""Team Ro""); Aburame","Male; Deceased; c(""Konohagakure"", ""Root""); c(""Team 2"", ""Team Ro""); Aburame","","list(`Part I` = ""Anbu"")","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
17,"Ada","https://static.wikia.nocookie.net/naruto/images/f/f6/Ada_Infobox_Image.png","","Female; list(`Boruto Manga` = ""16""); Senrigan; c(""Kara"", ""Konohagakure""); エイダEida","Female; list(`Boruto Manga` = ""16""); Senrigan; c(""Kara"", ""Konohagakure""); エイダEida","","","",NA,NA,"Manga","Boruto Chapter #56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daemon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
18,"Agara","https://static.wikia.nocookie.net/naruto/images/7/71/Agara.png","","Male; list(`Part II` = ""22""); Deceased; Takigakure","Male; list(`Part II` = ""22""); Deceased; Takigakure","","list(`Part II` = ""Chūnin"")","",NA,NA,"Anime, Manga","Naruto Chapter #487","Naruto Shippūden Episode #221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
19,"Agari","https://static.wikia.nocookie.net/naruto/images/5/5c/Agari.png","","Female; list(`Part I` = ""48""); Land of Waves; アガリAgari","Female; list(`Part I` = ""48""); Land of Waves; アガリAgari","","","",NA,NA,"Anime, Manga, Game","Naruto Chapter #31","Naruto Episode #18","Naruto: Konoha Ninpōchō",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giichi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yoshino Otori","Colleen Villard",1,1431,1431
20,"Ageha","https://static.wikia.nocookie.net/naruto/images/4/4b/Ageha.png","","Female; list(`Part I` = ""7""); Land of Waves; アゲハAgeha","Female; list(`Part I` = ""7""); Land of Waves; アゲハAgeha","","","","Naruto: Innocent Heart, Demonic Blood",NA,"Anime, Manga, Novel, Game","Naruto Chapter #19","Naruto Episode #11","Naruto: Konoha Ninpōchō",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kiyomi Asai","Kate Higgins",1,1431,1431
21,"Ahiko","https://static.wikia.nocookie.net/naruto/images/7/7c/Ahiko.png","","Male; list(`Part II` = ""25""); Prisoner","Male; list(`Part II` = ""25""); Prisoner","","","",NA,NA,"Anime, Manga","Naruto Chapter #350","Naruto Shippūden Episode #117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ichirota Koizumi","",1,1431,1431
22,"Aho Bird","https://static.wikia.nocookie.net/naruto/images/2/2f/Ahou-Bird.png","","The Springtime of Youth wiki has an article about this topic:; Aho Bird","The Springtime of Youth wiki has an article about this topic:; Aho Bird","","","",NA,NA,"Anime, Game",NA,"Naruto Episode #55","Naruto: Ultimate Ninja Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
23,"Aino","https://static.wikia.nocookie.net/naruto/images/b/bb/Aino.png","","Female; Deceased; list(`Part II` = ""159.7cm""); Attendant of the Land of Ancestors; Land of Ancestors","Female; Deceased; list(`Part II` = ""159.7cm""); Attendant of the Land of Ancestors; Land of Ancestors","","","",NA,NA,"Anime",NA,"Naruto Shippūden Episode #460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ayako Takeuchi","Cassandra Morris",1,1431,1431
24,"Ajisai","https://static.wikia.nocookie.net/naruto/images/4/40/Ajisai.png","Naruto: Ultimate Ninja Online14 April 201320 July 2016","Female; Deceased; list(`Part II` = ""155.6cm""); Amegakure; Team Ajisai  (Anime only); c(""アジサイAjisai"", ""animalPath(畜生道,Chikushōdō)"")","Female; Deceased; list(`Part II` = ""155.6cm""); Amegakure; Team Ajisai  (Anime only); c(""アジサイAjisai"", ""animalPath(畜生道,Chikushōdō)"")","","list(`Part I` = ""Genin"", `Part II` = ""Chūnin"")","",NA,NA,"Anime, Manga, Game","Naruto Chapter #407","Naruto Shippūden Episode #155","Naruto Shippūden: Ultimate Ninja Storm 2","Naruto x UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shiho Hisajima","Stephanie Sheh; Kari Wahlgren   (Naruto Shippūden: Ultimate Ninja Storm 2)",1,1431,1431
25,"Akaboshi","https://static.wikia.nocookie.net/naruto/images/1/19/Akaboshi.png","Barrier Shattering Technique; Chakra Transfer Technique; Combination Transformation; Hurricane Thunderclap; Impermanence of Worldly Things; Infinite Embrace; Multiple Infinite Embraces; Shadow Rope Technique; Telegram Flash","Male; Magaki Group","Male; Magaki Group","Lightning Release","","",NA,NA,"Anime",NA,"Naruto Shippūden Episode #144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Akimitsu Takase","Christopher Corey Smith",1,1431,1431
26,"Manabu Akado","https://static.wikia.nocookie.net/naruto/images/b/bc/Manabu_Akado.png","","Male; list(`Part I` = ""38""); Konohagakure","Male; list(`Part I` = ""38""); Konohagakure","","list(`Part I` = ""Genin"")","",NA,NA,"Anime, Manga, Game","Naruto Chapter #43","Naruto Episode #25","Naruto Mobile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
27,"Yoroi Akadō","https://static.wikia.nocookie.net/naruto/images/4/40/Yoroi_Akad%C5%8D.png","Naruto Shippūden: Ultimate Ninja Blazing14 July 201624 August 2016","February 21; Male; list(`Part I` = ""23""); Presumed Deceased; list(`Part I` = ""180cm""); list(`Part I` = ""70kg""); O; Missing-nin; c(""Otogakure spy"", ""Bodyguard""); c(""Konohagakure"", ""Otogakure"", ""Land of the Sea  (Anime only)""); Team Kabuto; Misumi Tsurugi","February 21; Male; list(`Part I` = ""23""); Presumed Deceased; list(`Part I` = ""180cm""); list(`Part I` = ""70kg""); O; Missing-nin; c(""Otogakure spy"", ""Bodyguard""); c(""Konohagakure"", ""Otogakure"", ""Land of the Sea  (Anime only)""); Team Kabuto; Misumi Tsurugi","Water Release  (Anime only); Yin Release  (Anime only)","list(`Part I` = ""Genin""); 011930","",NA,NA,"Anime, Manga, Game","Naruto Chapter #45","Naruto Episode #26","Naruto Shippūden: Ultimate Ninja Blazing","Naruto x UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Takuya Kirimoto   (Chūnin Exams); Anri Katsu   (Kaima Capture Mission)","Grant George",1,1431,1431
28,"Akahoshi","https://static.wikia.nocookie.net/naruto/images/a/a3/Akahoshi_newshot.png","Mysterious Peacock Method","Male; Hoshikage; Hoshigakure","Male; Hoshikage; Hoshigakure","","list(`Part I` = ""Kage"")","Meteorite",NA,NA,"Anime",NA,"Naruto Episode #178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mitsuru Miyamoto","Kirk Thornton",1,1431,1431
